RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
5372;15575147;699;France;Male;22;9;99339;1;1;0;68297.61;1
5373;15648367;600;Germany;Female;29;6;74430.1;2;1;1;96051.1;0
5374;15751771;528;Germany;Male;32;2;99092.45;1;0;1;111149.98;0
5375;15689288;630;France;Female;26;5;0;2;1;0;182612.38;0
5376;15731026;683;Germany;Female;39;2;100062.16;2;1;0;109201.43;0
5377;15775809;677;Germany;Female;26;6;98723.67;1;0;1;151146.67;0
5378;15743076;669;Spain;Male;29;9;0;1;1;1;93901.61;0
5379;15658258;693;France;Male;43;6;128760.32;1;1;0;36342.79;0
5380;15706799;719;Spain;Male;44;4;0;1;0;0;84972.9;1
5381;15775703;702;France;Male;26;2;71281.29;1;1;1;108747.12;1
5382;15642636;755;France;Male;29;9;117035.89;1;1;1;21862.19;0
5383;15704651;514;France;Male;26;1;0;2;0;0;121551.93;0
5384;15806771;753;France;Female;40;0;3768.69;2;1;0;177065.24;1
5385;15566735;548;Germany;Female;36;2;108913.84;2;1;1;140460.01;0
5386;15681671;850;Germany;Male;28;2;101100.22;2;1;1;35337.31;0
5387;15586752;628;Germany;Male;33;8;152143.89;1;1;1;32174.03;0
5388;15582519;479;France;Male;47;6;121797.09;1;0;1;5811.9;1
5389;15658233;724;France;Female;41;5;109798.25;1;0;1;149593.61;0
5390;15755330;512;Germany;Male;41;7;122403.24;1;0;1;37439.9;1
5391;15605072;638;France;Female;43;3;145860.98;1;1;1;142763.51;1
5392;15617538;834;Spain;Male;40;7;0;2;0;0;45038.74;0
5393;15692931;670;France;Male;22;2;114991.45;1;1;1;37392.56;0
5394;15781127;663;Spain;Female;33;8;96769.04;1;1;1;36864.05;0
5395;15677136;624;France;Female;23;5;0;2;0;0;132418.59;0
5396;15677828;598;France;Female;34;4;0;2;0;0;60894.26;0
5397;15567897;619;Germany;Male;23;5;132725.1;1;1;1;143913.33;0
5398;15793641;792;France;Female;70;3;0;2;1;1;172240.27;0
5399;15678333;683;France;Female;26;7;0;2;1;0;86619.77;0
5400;15792627;765;Spain;Female;33;5;84557.82;1;1;1;69039.43;0
5401;15625716;637;France;Female;33;9;113913.53;1;0;1;65316.5;0
5402;15684669;567;France;Female;41;9;137891.35;1;1;0;142009.46;1
5403;15760063;595;Spain;Male;23;7;0;2;1;1;168085.97;0
5404;15658982;650;Germany;Female;28;5;122034.4;3;0;1;146663.43;1
5405;15758769;625;France;Female;44;7;0;1;1;0;4791.8;0
5406;15661162;526;Spain;Male;49;2;0;1;1;0;114539.67;1
5407;15601569;598;France;Female;40;2;171178.25;1;1;0;137980.58;1
5408;15772383;613;France;Male;36;9;131307.11;1;0;0;83343.73;0
5409;15667456;709;Spain;Male;62;3;0;2;1;1;82195.15;0
5410;15672983;678;Spain;Female;27;5;87099.85;2;1;0;149550.95;0
5411;15582847;662;France;Male;26;0;0;2;0;1;72929.96;0
5412;15612478;525;France;Male;51;10;0;3;1;0;171045.35;1
5413;15709621;662;France;Male;31;3;0;2;0;1;27731.05;0
5414;15802009;770;France;Female;33;6;0;2;1;1;126131.9;0
5415;15698816;721;Spain;Female;33;4;72535.45;1;1;1;103931.49;0
5416;15603082;701;France;Male;51;9;0;2;0;0;61961.57;0
5417;15685947;556;Germany;Male;42;0;115915.53;2;0;1;125435.47;1
5418;15807568;632;France;Male;50;2;0;2;0;0;57942.88;0
5419;15597591;456;France;Male;29;5;107000.49;1;1;1;153419.62;0
5420;15756655;632;France;Female;34;2;0;2;0;0;165385.55;0
5421;15589949;433;Spain;Male;34;9;152806.74;1;1;0;19687.99;0
5422;15601012;802;France;Female;60;3;92887.06;1;1;0;39473.63;1
5423;15567506;738;Germany;Female;40;6;114940.67;2;1;1;194895.57;1
5424;15794360;592;Germany;Female;70;5;71816.74;2;1;0;105096.82;1
5425;15585985;746;France;Male;48;5;165282.42;1;1;0;153786.46;1
5426;15699257;651;Spain;Male;42;2;143145.87;2;1;0;43612.06;0
5427;15804104;494;France;Male;28;9;114731.76;2;0;1;79479.74;0
5428;15727619;753;Germany;Female;46;9;113909.69;3;1;0;92320.37;1
5429;15740237;671;Germany;Male;36;2;116695.27;1;0;0;193201.86;0
5430;15801436;696;France;Male;42;4;0;1;0;0;126353.13;1
5431;15649359;587;France;Male;36;1;0;2;0;1;17135.6;0
5432;15584785;660;France;Male;37;2;97324.91;1;1;0;23291.83;0
5433;15797197;678;Spain;Male;29;6;0;2;1;0;64443.75;0
5434;15574858;530;France;Male;37;8;0;2;1;1;287.99;0
5435;15794101;559;France;Female;48;2;0;2;0;1;137961.41;0
5436;15743245;624;France;Male;42;3;145155.37;1;1;0;72169.95;1
5437;15791535;592;France;Male;28;5;137222.77;1;0;0;39608.58;0
5438;15605215;767;France;Male;48;9;0;2;0;1;175458.21;0
5439;15771749;653;Germany;Female;38;5;114268.22;2;1;1;89524.83;0
5440;15769353;550;France;Female;40;8;150490.32;1;0;0;166468.21;1
5441;15716420;612;Spain;Male;39;5;170288.38;1;1;1;59601.15;0
5442;15811389;724;Germany;Female;35;0;171982.95;2;0;1;167313.07;0
5443;15677288;599;France;Male;50;3;121159.65;1;0;0;4033.39;1
5444;15634606;634;Spain;Male;52;1;0;2;1;1;176913.42;0
5445;15619892;644;Spain;Male;18;8;0;2;1;0;59172.42;0
5446;15567778;690;Germany;Female;54;1;144027.8;1;1;1;108731.02;1
5447;15711750;711;France;Female;34;6;0;2;1;1;175310.38;0
5448;15751084;712;France;Female;29;8;140170.61;1;1;1;38170.04;0
5449;15586931;694;Spain;Male;39;3;0;1;1;1;95625.03;0
5450;15636353;534;Spain;Male;35;4;0;2;0;0;9541.15;0
5451;15780805;585;France;Female;35;2;0;2;1;0;98621.04;1
5452;15643229;671;France;Female;31;6;0;2;1;1;15846.42;0
5453;15754940;597;Spain;Male;43;2;85162.26;1;0;1;5104.08;1
5454;15728709;484;Germany;Male;40;7;106901.42;2;0;0;118045.98;0
5455;15724181;647;Spain;Male;47;5;105603.21;2;1;1;157360.9;0
5456;15647546;688;Germany;Female;40;8;150679.71;2;0;1;196226.38;0
5457;15567725;689;France;Female;46;7;52016.08;2;1;1;72993.65;0
5458;15674179;513;Germany;Male;34;7;60515.13;1;0;0;124571.09;0
5459;15686957;553;Germany;Male;35;2;158584.28;2;1;0;43640.16;0
5460;15607690;689;Germany;Male;47;2;118812.5;2;0;0;31121.42;0
5461;15806546;517;Spain;Male;46;4;0;1;1;0;22372.78;0
5462;15632850;731;France;Male;37;8;0;2;1;1;170338.35;0
5463;15699095;603;France;Female;24;3;0;1;1;1;198826.03;1
5464;15752622;729;France;Female;32;7;38550.06;1;0;1;179230.23;0
5465;15774507;574;France;Female;39;5;119013.86;1;1;0;103421.91;0
5466;15570857;677;Germany;Female;39;0;111213.64;2;1;1;147578.26;0
5467;15599386;627;Germany;Male;28;5;71097.23;1;1;1;130504.49;0
5468;15744913;788;Spain;Male;36;10;109632.85;1;1;1;16149.13;0
5469;15584704;519;France;Male;48;10;71083.98;1;1;0;137959;0
5470;15749068;632;France;Female;40;9;139625.34;1;1;0;93702.96;1
5471;15622985;679;France;Female;39;4;0;1;0;0;172939.3;1
5472;15587676;699;France;Male;30;9;0;1;1;1;108162.13;0
5473;15733460;622;Spain;Male;36;9;0;2;1;1;104852.6;0
5474;15711457;755;France;Female;28;7;124540.28;1;0;1;188850.89;0
5475;15795290;767;France;Female;42;2;133616.39;1;1;0;28615.8;0
5476;15611223;752;Germany;Female;38;10;101648.5;2;1;0;172001.44;0
5477;15794159;633;France;Female;26;8;124281.84;1;1;1;60116.57;0
5478;15780677;717;France;Female;59;4;0;2;1;1;170528.63;0
5479;15690175;585;Spain;Male;45;0;0;2;0;0;189683.7;0
5480;15722599;751;France;Female;37;9;183613.66;2;0;0;49734.94;0
5481;15702277;650;France;Male;34;4;106005.54;1;0;1;142995.32;0
5482;15801915;529;France;Female;31;6;152310.55;1;1;0;13054.25;0
5483;15637947;668;Spain;Male;32;1;134446.04;1;0;1;111241.37;0
5484;15715888;591;France;Female;38;2;142289.28;1;0;1;119638.85;0
5485;15732967;731;France;Male;19;6;0;2;1;1;151581.79;0
5486;15737047;754;France;Female;45;6;0;1;1;0;73881.68;1
5487;15694039;650;Germany;Female;46;9;149003.76;2;1;0;176902.83;0
5488;15649457;588;Germany;Male;41;2;131341.46;2;0;1;7034.94;0
5489;15633194;771;France;Female;41;10;108309;4;1;1;137510.41;1
5490;15638774;719;Spain;Female;40;9;0;2;1;0;182224.14;0
5491;15668774;758;Germany;Female;23;5;122739.1;1;1;0;102460.84;1
5492;15659694;634;Germany;Female;53;3;113781.5;2;1;1;106345.05;1
5493;15624424;678;Spain;Female;49;1;0;2;1;1;102472.9;0
5494;15708713;633;France;Male;35;3;0;2;1;1;36249.76;0
5495;15646942;786;Spain;Female;39;7;0;2;0;0;100929.59;0
5496;15694581;807;Spain;Male;42;5;0;2;1;1;74900.9;0
5497;15643215;602;Germany;Male;38;2;71667.97;2;0;0;137111.89;0
5498;15649060;727;Germany;Female;31;3;82729.47;2;1;0;60212.51;0
5499;15617029;596;Spain;Female;30;1;0;2;1;0;8125.39;0
5500;15780716;686;Germany;Male;39;3;129626.19;2;1;1;103220.56;0
5501;15577018;684;Germany;Female;26;2;114035.39;1;0;0;96885.19;0
5502;15809515;797;Germany;Male;32;1;151922.94;1;1;0;8877.06;0
5503;15725076;653;Spain;Female;27;6;107751.68;2;1;1;33389.42;0
5504;15672481;641;France;Male;37;6;0;2;1;0;45309.24;0
5505;15574115;656;Spain;Female;41;6;101179.23;2;1;1;35230.61;0
5506;15661830;750;Spain;Female;36;6;0;2;1;1;59816.41;0
5507;15665879;768;France;Female;40;8;0;2;0;1;69080.46;0
5508;15673820;568;France;Male;33;7;0;2;1;0;143450.61;0
5509;15666197;430;Germany;Female;38;8;153058.64;1;1;0;99377.27;0
5510;15581893;747;France;Male;43;1;130788.71;1;0;1;101495;1
5511;15672447;657;Germany;Male;40;7;99165.84;1;0;1;119333.95;1
5512;15777830;639;France;Female;42;4;0;2;0;0;167682.37;0
5513;15577598;651;Spain;Male;23;4;115636.05;2;1;0;70400.86;0
5514;15759690;751;France;Male;42;4;0;2;1;1;81442.6;0
5515;15801414;767;France;Female;35;2;0;2;0;0;144251.38;0
5516;15656141;741;France;Male;39;5;0;1;0;1;40207.06;0
5517;15608701;651;Germany;Male;29;3;121890.06;1;1;0;54530.51;1
5518;15587573;626;Germany;Male;27;4;115084.53;2;0;1;26907.43;0
5519;15654891;811;France;Male;30;6;0;2;1;1;180591.32;0
5520;15749103;604;Germany;Female;47;4;118907.6;1;0;1;47777.15;1
5521;15813660;754;Spain;Male;40;2;160625.17;1;0;1;3554.63;0
5522;15605673;716;Spain;Female;29;8;0;2;0;0;78616.92;0
5523;15669282;636;France;Female;20;10;124266.86;1;0;0;100566.81;0
5524;15792726;470;France;Female;25;8;127974.06;2;1;1;183259.35;0
5525;15683053;809;Spain;Female;48;2;0;1;1;0;160976.85;1
5526;15632736;850;Germany;Female;30;3;104911.35;2;1;1;42933.26;0
5527;15760450;512;France;Male;43;1;0;2;1;1;52471.36;0
5528;15650454;641;France;Male;57;5;0;2;1;1;122449.18;0
5529;15791342;660;Spain;Male;31;1;84560.04;1;1;1;137784.25;0
5530;15684316;532;France;Male;43;9;0;2;0;0;190573.91;1
5531;15700540;557;Germany;Female;38;2;129893.56;1;0;0;102076.03;0
5532;15604020;773;Germany;Female;36;4;105858.71;1;0;1;4395.45;0
5533;15637599;510;Germany;Female;44;4;123070.89;1;1;0;28461.29;1
5534;15736578;539;France;Male;39;1;0;1;1;1;28184.7;0
5535;15666332;690;Spain;Female;48;2;0;2;1;1;3149.1;0
5536;15658987;557;France;Female;46;4;96173.17;2;1;1;116378.31;0
5537;15799641;540;Spain;Male;39;2;0;2;1;0;81995.92;0
5538;15758702;705;France;Female;55;8;0;2;1;1;14392.68;0
5539;15689526;542;Germany;Female;35;9;127543.11;2;1;0;468.94;1
5540;15586848;706;France;Male;38;1;0;2;1;0;122379.54;0
5541;15707637;765;France;Female;56;1;0;1;1;0;13228.93;1
5542;15719426;529;France;Male;67;8;103101.56;2;1;1;154002.02;1
5543;15639265;714;France;Male;54;7;126113.28;1;1;0;112777.38;0
5544;15576124;582;France;Male;41;1;40488.76;1;1;0;128528.83;0
5545;15757829;609;Germany;Female;40;10;137389.77;2;1;0;170122.22;0
5546;15753092;791;Germany;Male;35;5;129828.58;1;1;1;181918.26;1
5547;15746338;565;France;Female;40;2;0;2;1;1;129956.13;0
5548;15590676;735;France;Male;34;1;141796.43;1;1;0;45858.49;0
5549;15783097;813;Germany;Male;27;6;111348.15;1;1;0;46422.46;0
5550;15597467;606;France;Female;71;8;0;2;1;1;169741.96;0
5551;15756167;762;Spain;Female;43;5;134204.67;1;1;1;139971.01;0
5552;15632439;698;France;Female;39;4;0;2;0;1;47455.82;0
5553;15755138;850;France;Female;32;8;0;2;1;1;55593.8;0
5554;15659092;621;France;Female;50;5;0;2;1;0;191756.54;1
5555;15801994;775;France;Male;31;9;0;2;1;0;169278.51;0
5556;15647572;504;Spain;Male;34;0;54980.81;1;1;1;136909.88;0
5557;15644551;751;Spain;Female;37;3;99773.85;2;1;0;54865.92;0
5558;15684469;841;Germany;Male;32;2;117070.21;1;1;0;113482.2;0
5559;15667093;673;France;Male;37;2;0;1;1;1;13624.02;0
5560;15690589;541;France;Male;37;9;212314.03;1;0;1;148814.54;0
5561;15595350;661;France;Female;31;3;136067.82;2;1;0;65567.91;0
5562;15804064;742;France;Female;35;2;79126.17;1;1;1;126997.53;0
5563;15717770;850;Spain;Female;55;7;0;1;0;0;171762.87;1
5564;15754443;443;France;Female;35;9;108308;1;1;0;129031.19;1
5565;15683522;678;Germany;Female;37;2;113383.07;1;1;1;135123.96;0
5566;15673995;516;Spain;Female;65;9;102541.1;1;1;0;181490.42;0
5567;15771054;469;Spain;Male;35;5;0;2;1;0;186490.37;0
5568;15578788;786;Spain;Male;40;6;0;2;0;0;41248.8;0
5569;15737408;703;France;Female;41;6;109941.51;1;1;0;116267.28;0
5570;15576022;565;France;Male;38;5;0;2;0;1;80630.32;0
5571;15635502;443;France;Male;44;2;0;1;1;0;159165.7;0
5572;15627298;589;France;Male;37;7;85146.48;2;1;0;86490.09;1
5573;15811415;691;France;Female;44;6;134066.1;2;1;1;197572.41;0
5574;15689671;775;Spain;Male;27;4;0;1;1;1;40807.26;0
5575;15718667;621;France;Male;35;7;87619.29;1;1;0;143.34;0
5576;15703394;633;Spain;Male;27;3;0;2;1;0;44008.91;0
5577;15711687;434;France;Male;41;4;108128.52;1;0;1;56784.11;0
5578;15656592;646;Germany;Male;48;8;169023.33;2;1;1;175657.55;0
5579;15634373;764;France;Male;30;5;0;2;0;1;105155.66;0
5580;15714241;749;Spain;Male;42;9;222267.63;1;0;0;101108.85;1
5581;15713599;728;France;Male;30;10;114835.43;1;0;1;37662.49;0
5582;15744770;636;France;Male;44;2;0;2;0;0;86414.41;0
5583;15624397;627;France;Male;43;8;71240.3;1;0;1;127734.16;0
5584;15762855;622;Spain;Female;23;8;0;2;1;1;131389.39;0
5585;15577905;660;France;Male;34;8;106486.66;2;0;1;182262.66;0
5586;15673971;655;Germany;Female;44;6;146498.76;1;1;0;64853.51;1
5587;15644849;655;France;Female;32;2;0;1;1;1;71047.51;0
5588;15635531;575;Spain;Female;30;8;0;2;1;0;185341.63;0
5589;15632263;574;Spain;Male;30;5;120355;1;1;0;137793.35;0
5590;15720110;795;France;Male;32;2;117265.21;1;1;1;198317.23;0
5591;15697510;707;Spain;Female;52;7;0;1;1;0;109688.82;1
5592;15784923;705;Germany;Female;37;3;109974.22;1;1;1;36320.87;1
5593;15732621;663;France;Male;34;10;0;1;1;1;114083.73;0
5594;15757981;748;France;Male;66;8;0;1;1;1;163331.65;0
5595;15738088;634;Spain;Male;63;10;0;2;1;0;30772.86;1
5596;15765173;350;France;Female;60;3;0;1;0;0;113796.15;1
5597;15665159;727;France;Male;61;0;128213.96;2;1;1;188729.08;1
5598;15791452;675;France;Male;39;1;0;2;1;0;153129.22;0
5599;15638159;649;Spain;Female;36;6;86607.39;1;0;0;19825.09;0
5600;15646262;622;France;Male;31;7;0;1;1;0;35408.77;0
5601;15656901;615;France;Male;59;8;0;2;1;1;165576.55;0
5602;15621093;681;Germany;Male;31;4;97338.19;2;0;0;48226.76;0
5603;15592123;768;France;Male;30;6;0;2;1;1;199454.37;0
5604;15589200;617;Spain;Male;34;9;0;2;1;0;118749.58;0
5605;15602934;452;France;Female;33;6;131698.57;2;1;0;151623.91;0
5606;15695383;567;Spain;Male;44;9;0;2;1;0;87677.15;0
5607;15723064;603;Spain;Male;24;1;165149.13;2;1;0;21858.28;0
5608;15650322;701;France;Female;34;3;105588.66;1;0;1;74694.41;0
5609;15809057;600;Spain;Female;27;6;0;2;1;1;172031.22;0
5610;15617052;782;France;Male;34;9;0;1;1;0;183021.06;1
5611;15590810;638;Germany;Female;41;9;144326.09;1;1;0;73979.85;1
5612;15801293;850;Germany;Male;27;1;101278.25;2;1;1;26265.18;0
5613;15770968;741;Germany;Female;19;8;108711.57;2;1;0;24857.25;0
5614;15572356;689;Spain;Male;73;1;108555.07;1;0;1;167969.15;0
5615;15603247;743;Germany;Female;35;1;146781.24;1;1;0;189307.7;0
5616;15619116;493;France;Female;36;2;0;2;0;1;99770.3;0
5617;15691792;416;Spain;Male;35;8;0;1;0;0;119712.78;0
5618;15766137;497;France;Male;34;2;0;2;1;1;83087.13;0
5619;15578671;706;Spain;Female;29;1;209490.21;1;1;1;133267.69;1
5620;15716608;651;Spain;Male;38;2;0;3;1;0;67029.82;1
5621;15630466;797;France;Male;45;8;0;1;0;0;125110.02;0
5622;15630349;543;Spain;Male;23;5;0;2;1;0;117832.39;0
5623;15803801;454;France;Male;34;4;0;2;1;0;198817.72;0
5624;15647890;691;France;Male;37;9;149405.18;1;1;1;146411.6;0
5625;15606115;510;France;Female;52;6;191665.21;1;1;1;131312.56;1
5626;15714642;792;Spain;Female;40;7;0;1;1;0;141652.2;0
5627;15741181;721;France;Male;41;6;135071.12;1;1;1;64477.25;0
5628;15598940;681;Germany;Male;38;6;181804.34;2;1;1;57517.71;0
5629;15669783;586;France;Female;60;3;47020.65;2;0;1;63241.21;1
5630;15624993;753;France;Female;36;7;128518.98;1;1;1;44567.83;1
5631;15760568;593;Germany;Female;38;5;142658.04;2;0;1;135337.11;0
5632;15699047;674;France;Female;21;9;120150.39;2;1;1;33964.03;0
5633;15616168;610;France;Female;35;7;81905.95;1;1;1;61623.19;0
5634;15770375;850;Germany;Female;26;8;123126.29;1;1;0;74425.41;0
5635;15589725;740;France;Female;51;4;0;2;1;1;178929.84;0
5636;15800806;685;Spain;Male;31;7;122449.31;2;1;1;180769.55;0
5637;15714832;652;Germany;Male;36;9;150956.71;1;0;0;72350.17;0
5638;15619953;662;Spain;Female;42;6;105021.28;1;1;0;48242.38;0
5639;15673929;543;France;Male;64;4;0;2;1;1;148305.82;0
5640;15578835;675;Spain;Female;50;1;133204.91;1;0;1;8270.06;0
5641;15752388;643;Spain;Female;35;6;0;2;1;1;41549.64;0
5642;15797081;611;Germany;Female;49;9;115488.52;2;1;1;138656.81;1
5643;15580149;638;Spain;Male;41;7;0;2;1;0;43889.41;0
5644;15777708;824;Spain;Female;38;3;0;2;1;0;192800.25;0
5645;15769955;683;France;Female;40;1;0;2;0;0;75762;0
5646;15810444;562;Germany;Female;39;6;130565.02;1;1;0;9854.72;1
5647;15645593;599;France;Female;41;2;91328.71;1;1;0;115724.78;0
5648;15794178;657;France;Male;34;3;107136.6;1;1;0;153895.46;0
5649;15731148;558;France;Male;33;0;108477.49;1;1;1;109096.71;1
5650;15774328;606;Germany;Male;40;1;144757.97;2;1;1;166656.18;0
5651;15646969;776;Spain;Male;33;2;0;2;1;1;176921;0
5652;15718769;557;Spain;Male;36;1;113110.26;1;1;0;98413.1;0
5653;15610226;614;France;Female;27;9;106414.57;2;0;0;77500.81;0
5654;15616270;620;Spain;Male;42;4;106920.91;1;0;1;119747.08;0
5655;15790717;695;Spain;Male;35;7;0;2;1;0;160387.98;0
5656;15635703;729;Germany;Female;39;1;131513.26;1;1;1;193715;0
5657;15616365;571;France;Female;53;2;0;2;1;0;28045.77;0
5658;15630244;457;France;Male;40;10;134320.23;2;1;0;150757.35;0
5659;15734714;559;France;Female;29;3;79715.36;1;1;0;82252.28;0
5660;15721433;664;France;Female;38;4;74306.19;2;1;0;154395.56;0
5661;15590201;500;Spain;Female;50;5;0;4;1;1;83866.35;1
5662;15800031;681;France;Male;43;3;66338.68;1;1;1;18772.5;1
5663;15759733;774;France;Female;26;5;0;2;1;1;64716.08;0
5664;15810826;624;France;Male;36;6;0;2;0;0;84749.96;0
5665;15743456;715;France;Female;32;10;0;2;1;0;60907.49;0
5666;15725762;808;France;Male;24;4;122168.65;1;1;0;174107.04;0
5667;15769246;813;Germany;Male;59;2;135078.41;1;1;0;187636.06;1
5668;15781129;687;Spain;Male;38;8;69434.4;2;1;1;66580.13;1
5669;15599124;832;France;Female;29;5;0;2;1;0;178779.52;0
5670;15639004;668;France;Male;72;2;0;2;1;1;70783.61;0
5671;15653773;457;France;Female;38;7;164496.99;1;1;1;163327.27;0
5672;15708357;649;Spain;Female;38;8;0;1;1;0;103760.53;0
5673;15789560;668;France;Male;42;8;187534.79;1;1;1;32900.41;1
5674;15699524;466;France;Female;30;3;0;1;1;0;193984.6;0
5675;15626475;685;France;Male;30;2;0;2;1;1;140889.32;0
5676;15810839;610;France;Male;34;0;103108.17;1;0;0;125646.82;0
5677;15684318;582;Germany;Female;50;6;96486.57;2;1;1;20344.02;0
5678;15712807;556;Spain;Male;46;3;131764.96;1;1;1;108500.66;1
5679;15675794;645;Germany;Male;47;9;152076.93;1;1;0;121840.2;1
5680;15774277;809;France;Male;43;2;0;2;1;1;132908.07;0
5681;15603764;560;France;Male;49;4;0;1;1;1;100075.1;1
5682;15618647;744;France;Male;29;1;43504.42;1;1;1;119327.75;0
5683;15614643;731;Spain;Female;39;2;0;2;1;0;136737.13;0
5684;15707696;471;Spain;Female;28;5;0;2;1;1;22356.97;0
5685;15749583;686;Germany;Female;38;2;93569.86;3;0;0;10137.34;1
5686;15815125;668;Spain;Male;45;4;102486.21;2;1;1;158379.25;0
5687;15637788;743;France;Male;23;3;110203.77;1;1;0;95583.45;0
5688;15777046;580;France;Female;39;9;128362.59;1;1;0;86044.98;0
5689;15790489;534;Spain;Male;34;5;170600.78;1;0;1;5240.53;0
5690;15739476;680;France;Female;32;5;0;1;1;1;150684.23;0
5691;15631222;485;France;Female;39;2;75339.64;1;1;1;70665.16;0
5692;15740442;603;France;Male;51;8;186825.57;1;1;0;93739.71;1
5693;15760427;850;France;Male;40;6;124788.18;1;1;0;65612.12;0
5694;15677939;584;France;Female;41;3;0;2;1;1;160095.48;0
5695;15611599;604;France;Female;71;2;0;2;1;1;49506.82;0
5696;15705085;670;Spain;Female;29;9;0;2;1;0;27359.19;0
5697;15744873;657;Germany;Female;48;5;143595.87;1;0;0;101314.65;1
5698;15781914;718;Germany;Male;32;9;169947.41;2;1;1;27979.16;0
5699;15717307;496;France;Male;31;5;0;2;1;0;93713.13;0
5700;15746695;429;France;Female;39;6;48023.83;1;1;0;74870.99;0
5701;15757865;642;France;Male;62;7;0;2;1;1;61120.75;0
5702;15578787;641;France;Female;52;4;0;1;1;0;90964.54;1
5703;15624703;550;Germany;Male;35;9;129847.75;2;1;0;197325.4;0
5704;15570002;625;Germany;Female;55;8;118772.71;4;0;0;135853.62;1
5705;15805463;682;Germany;Male;32;2;105163.88;2;1;1;164170.46;0
5706;15709136;620;France;Male;28;8;0;2;1;1;199909.32;0
5707;15801605;626;France;Female;39;0;0;2;1;1;83295.09;0
5708;15675141;569;France;Female;35;4;93934.63;1;1;0;184748.23;0
5709;15665759;724;France;Female;69;5;117866.92;1;1;1;62280.91;0
5710;15761487;678;France;Female;55;5;0;1;0;1;196794.11;1
5711;15700394;713;Spain;Female;26;4;122857.46;2;1;0;144682.17;1
5712;15631162;631;France;Male;32;10;0;2;0;1;196342.66;0
5713;15630641;846;France;Female;37;6;127103.97;1;1;1;41516.44;0
5714;15585066;660;France;Female;43;1;0;1;0;1;112026.1;1
5715;15722991;567;France;Male;54;9;96402.96;1;0;0;52035.29;1
5716;15737404;731;France;Male;31;1;132512.26;1;1;1;185466.85;0
5717;15722409;693;Spain;Male;47;8;107604.66;1;1;1;80149.27;0
5718;15810660;774;Germany;Male;34;4;120875.23;2;0;1;113407.26;0
5719;15709780;667;France;Female;37;9;71786.9;2;1;1;67734.79;0
5720;15752312;551;Spain;Male;49;1;150777.72;2;1;1;135757.27;0
5721;15616745;542;Spain;Male;35;2;174894.53;1;1;1;22314.55;0
5722;15674110;701;France;Female;43;2;160416.56;1;0;1;37266.43;0
5723;15662501;583;France;Male;48;3;91246.53;1;1;0;60017.46;1
5724;15636388;702;Germany;Female;23;7;98775.23;1;1;0;114603.96;0
5725;15713975;565;Germany;Female;47;10;139756.12;1;1;0;165849.49;1
5726;15592925;711;Spain;Male;42;3;177626.77;3;0;1;16392.72;1
5727;15581626;664;France;Male;54;8;0;1;1;1;162719.69;1
5728;15641319;518;Spain;Male;50;4;0;1;0;0;107112.25;1
5729;15723481;728;Spain;Male;42;8;0;2;0;1;41823.22;0
5730;15787825;585;Germany;Male;37;6;152496.82;1;1;1;99907.29;0
5731;15710726;573;France;Male;52;8;0;2;0;1;178229.04;0
5732;15657957;602;Germany;Female;26;8;113674.2;1;1;0;197861.16;1
5733;15796993;741;France;Male;52;1;171236.3;2;0;0;21834.4;1
5734;15649858;469;Spain;Male;37;9;96776.49;1;1;1;119890.86;0
5735;15811032;477;Germany;Female;58;8;145984.92;1;1;1;24564.7;0
5736;15579131;835;France;Male;25;7;0;2;1;1;83449.65;0
5737;15572428;717;Germany;Female;33;0;115777.23;1;1;1;81508.1;0
5738;15622461;562;France;Female;51;7;122822;2;0;0;32626.21;0
5739;15583849;408;France;Male;40;3;0;2;0;0;124874.23;0
5740;15718780;650;Spain;Female;32;4;79450.09;1;1;1;118324.75;0
5741;15739271;582;Germany;Male;33;2;122394;1;1;1;22113.93;0
5742;15626628;631;Spain;Female;31;2;88161.85;2;1;0;127630.88;0
5743;15786433;650;Germany;Female;35;3;165982.43;2;1;1;24482.16;0
5744;15685805;673;Spain;Female;35;6;0;2;1;0;98618.79;0
5745;15627971;504;France;Female;32;8;206663.75;1;0;0;16281.94;0
5746;15783025;723;Germany;Male;37;3;94661.53;2;1;0;121239.65;0
5747;15726289;645;France;Male;25;0;174400.36;1;1;0;42669.37;0
5748;15607990;760;Spain;Male;43;6;175735.5;1;1;1;157337.29;0
5749;15687558;640;Germany;Female;31;10;118613.34;1;1;0;168469.65;0
5750;15729065;784;Germany;Male;28;2;109960.06;2;1;1;170829.87;0
5751;15698902;547;Germany;Female;42;1;142703.4;1;1;0;86207.49;1
5752;15570192;608;Germany;Female;40;8;121729.42;1;0;0;61164.45;0
5753;15745201;612;France;Female;43;4;139496.35;2;1;1;77128.23;0
5754;15692577;674;Germany;Female;38;10;83727.68;1;1;0;45418.12;0
5755;15723217;616;France;Male;37;9;0;1;1;0;111312.96;0
5756;15733111;688;Spain;Male;32;6;124179.3;1;1;1;138759.15;0
5757;15610727;605;France;Male;36;7;128829.25;1;1;0;190588.59;0
5758;15792720;676;France;Male;33;6;171490.78;1;0;0;79099.64;0
5759;15723153;708;Spain;Male;33;3;0;2;1;0;138613.21;0
5760;15756118;661;Spain;Male;20;8;0;1;1;0;110252.53;0
