RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary
9180;15612729;681;France;Female;63;7;0;2;1;1;55054.48
9181;15593622;635;France;Male;43;10;122198.21;2;0;1;179144.54
9182;15629273;638;Germany;Male;42;8;145177.84;1;1;0;193471.74
9183;15765846;820;Spain;Female;31;2;94222.53;1;1;0;103570.8
9184;15596013;694;Germany;Female;58;1;143212.22;1;0;0;102628.56
9185;15722473;713;France;Male;41;3;0;2;1;0;55772.04
9186;15774936;543;Germany;Male;41;6;143350.41;1;1;1;192070.16
9187;15685640;649;France;Female;41;3;130931.83;1;1;1;144808.37
9188;15768746;561;France;Male;33;6;0;2;0;0;173680.39
9189;15701166;660;France;Male;40;5;131754.11;2;1;1;38761.61
9190;15628308;850;France;Female;24;6;0;2;1;1;13159.9
9191;15805162;550;France;Male;25;0;0;2;1;1;184221.11
9192;15588535;750;Spain;Female;39;6;0;2;0;0;19264.33
9193;15692291;563;Spain;Female;42;6;99056.22;2;1;0;154347.95
9194;15606232;621;Spain;Female;36;7;116338.68;1;1;1;155743.48
9195;15684358;711;France;Male;41;3;0;2;1;1;193747.57
9196;15641860;764;Germany;Male;34;6;108760.27;2;1;0;166324.79
9197;15814237;627;Germany;Male;30;3;128770.88;2;1;1;40199.01
9198;15808780;850;France;Female;34;2;0;2;0;0;51919.04
9199;15767064;614;Spain;Female;36;1;44054.84;1;1;1;73329.08
9200;15613427;683;Germany;Female;49;7;108797.63;2;0;0;140763.18
9201;15647259;643;Spain;Male;35;2;0;2;0;0;67979.35
9202;15726695;601;Spain;Female;20;9;122446.61;2;1;0;86791.9
9203;15614168;792;Germany;Female;50;4;146710.76;1;1;0;16528.4
9204;15679818;636;Germany;Male;67;7;136709.35;1;0;1;66753.1
9205;15609928;850;Germany;Male;43;5;129305.09;2;0;1;19244.58
9206;15638730;711;France;Female;21;0;82844.33;2;0;1;1408.68
9207;15675963;627;France;Female;57;9;0;2;1;1;107712.42
9208;15613197;590;France;Male;40;8;0;2;1;0;62933.03
9209;15604497;458;Germany;Male;44;7;84386.57;1;1;0;178642.73
9210;15774164;502;Germany;Male;33;5;174673.65;2;1;0;33300.56
9211;15774127;518;France;Male;46;3;0;2;1;0;76515.79
9212;15717962;773;Spain;Male;63;9;111179.83;1;1;1;93091.02
9213;15693893;684;Germany;Male;59;9;122471.09;1;0;1;15807.07
9214;15568904;608;Germany;Male;34;3;106288.54;1;1;1;36639.25
9215;15649033;603;Germany;Female;55;7;127723.25;2;1;0;139469.11
9216;15780989;579;Spain;Male;43;2;145843.82;1;1;1;198402.37
9217;15592751;684;Germany;Female;63;3;81245.79;1;1;0;69643.31
9218;15598338;647;Germany;Female;33;3;168560.46;2;0;0;90270.16
9219;15629128;774;Germany;Male;42;2;132193.94;2;1;1;162865.52
9220;15616029;705;France;Male;32;7;0;2;1;0;7921.57
9221;15647838;648;Germany;Female;51;2;116574.84;1;1;0;4121.04
9222;15600173;595;France;Female;33;9;0;2;1;1;41447.86
9223;15788189;665;France;Female;41;8;96147.55;1;1;0;137037.97
9224;15611756;537;Germany;Female;47;4;124192.28;2;1;1;50881.51
9225;15769915;643;Spain;Female;20;0;133313.34;1;1;1;3965.69
9226;15643908;433;France;Female;49;10;0;1;1;1;87711.61
9227;15627395;643;Germany;Male;41;7;154902.66;1;1;1;49667.28
9228;15679663;488;France;Female;36;0;0;2;1;0;136675.22
9229;15651581;758;Germany;Male;68;6;112595.85;1;1;0;35865.44
9230;15801256;746;Spain;Male;49;7;0;2;0;1;10096.25
9231;15811343;644;Germany;Male;35;5;161591.11;3;1;1;63795.62
9232;15659677;746;France;Male;47;8;142382.03;1;1;1;62086.62
9233;15677062;666;France;Female;38;6;127043.09;1;1;1;8247
9234;15697201;640;Spain;Female;46;3;0;1;1;1;156260.08
9235;15666453;611;Germany;Female;29;4;78885.88;2;1;1;26927.69
9236;15717736;639;Germany;Female;46;10;110031.09;2;1;1;133995.59
9237;15732791;641;Germany;Male;32;5;122947.92;1;1;1;99154.86
9238;15776051;551;France;Female;45;6;0;2;1;1;51143.43
9239;15632344;792;France;Female;42;0;99045.93;2;1;0;47160.01
9240;15744979;666;France;Female;36;8;0;1;0;1;158666.99
9241;15745433;716;Germany;Female;30;2;205770.78;2;0;0;65464.66
9242;15683657;594;France;Female;31;0;79340.95;1;1;0;78255.86
9243;15707025;648;Spain;Female;31;5;0;2;1;1;5199.02
9244;15628144;635;France;Female;72;4;74812.84;1;0;1;27448.33
9245;15622182;628;Germany;Female;28;3;153538.13;2;1;0;110776.01
9246;15618437;567;Spain;Male;34;10;0;2;0;1;161571.79
9247;15783338;449;Spain;Male;32;0;155619.36;1;1;1;166692.03
9248;15579287;581;France;Male;35;4;0;2;0;1;86383.82
9249;15570931;620;France;Male;61;5;0;1;0;0;31641.52
9250;15649450;805;Germany;Male;24;6;143221.35;2;1;0;186035.72
9251;15800482;586;Spain;Female;33;7;0;2;1;1;168261.4
9252;15640789;711;France;Male;38;4;123345.85;1;1;0;141827.83
9253;15812365;850;France;Male;40;8;102800.65;1;1;0;60811.56
9254;15617401;468;France;Male;22;2;0;2;1;0;28123.99
9255;15775886;670;France;Male;36;3;0;1;1;0;140754.19
9256;15761717;720;France;Male;26;10;51962.91;2;1;0;45507.24
9257;15654870;759;France;Female;45;8;0;2;1;1;99251.24
9258;15592854;705;France;Male;25;3;113736.27;1;0;1;196864.61
9259;15617486;530;France;Male;52;1;106723.28;1;0;0;109960.4
9260;15622305;746;Germany;Female;33;2;107868.14;2;1;1;146192.4
9261;15626898;743;France;Male;30;7;77599.23;1;0;0;144407.1
9262;15778884;809;France;Female;38;2;154763.21;2;1;1;174800.31
9263;15623630;634;Germany;Female;56;3;116251.24;1;0;1;42429.88
9264;15774316;630;France;Male;37;6;0;2;1;1;82647.65
9265;15695097;564;Germany;Female;30;0;100954.88;2;0;0;134175.15
9266;15712068;592;Spain;Male;45;8;84692.5;1;0;1;67214.02
9267;15652030;637;Germany;Male;49;2;108204.52;1;1;0;169037.84
9268;15806929;751;Germany;Male;36;5;73194.99;1;1;1;89222.66
9269;15656005;592;Germany;Male;31;7;124593.23;1;1;0;86079.67
9270;15722632;716;Germany;Male;50;2;119655.77;1;1;1;12944.17
9271;15627042;555;France;Female;26;7;0;2;1;0;93122.41
9272;15627517;497;Spain;Male;27;7;149400.27;1;0;0;167522.19
9273;15803032;599;Germany;Male;38;9;89111.63;1;0;0;157239.6
9274;15678206;464;France;Male;46;6;161798.53;1;1;0;182944.47
9275;15678067;667;Spain;Male;45;3;0;2;0;0;163655.01
9276;15793331;812;France;Male;32;5;133050.97;2;1;0;89385.92
9277;15699532;516;France;Male;51;8;120124.35;2;0;1;168773.54
9278;15643635;664;Spain;Male;32;5;133705.74;1;0;0;134455.84
9279;15787710;427;Spain;Female;39;9;0;2;1;0;28368.37
9280;15614137;685;France;Female;40;7;0;2;1;0;103898.59
9281;15709639;717;France;Female;22;5;112465.06;1;1;1;92977.75
9282;15772482;829;Germany;Male;28;3;132405.52;3;1;0;104889.2
9283;15591489;826;France;Male;26;5;142662.68;1;0;0;60285.3
9284;15629002;747;Germany;Male;36;8;102603.3;2;1;1;180693.61
9285;15798053;707;Spain;Male;32;9;0;2;1;0;126475.79
9286;15595426;603;Spain;Male;57;6;105000.85;2;1;1;87412.24
9287;15791513;647;France;Male;41;4;138937.35;1;1;1;101617.64
9288;15759555;569;Spain;Male;41;2;0;2;1;0;134272.57
9289;15631406;459;Germany;Male;50;5;109387.9;1;1;0;155721.15
9290;15616676;632;Germany;Male;23;3;122478.51;1;1;0;147230.77
9291;15771154;683;France;Female;73;8;137732.23;2;1;1;133210.44
9292;15697691;512;France;Female;41;6;0;1;1;1;100507.81
9293;15679743;607;France;Female;33;8;91301.72;1;0;1;130824.57
9294;15775124;763;Spain;Male;37;8;0;2;1;1;933.38
9295;15732113;671;Spain;Male;50;8;0;1;0;1;2560.11
9296;15578141;592;Spain;Male;38;3;0;1;1;1;12905.89
9297;15755642;667;France;Male;34;5;0;2;1;1;102908.63
9298;15576526;850;Spain;Male;36;6;0;2;0;1;41291.05
9299;15733705;577;France;Female;30;8;92472.1;2;0;1;126434.61
9300;15627439;624;Spain;Female;36;10;0;2;0;1;186180.42
9301;15701439;698;Spain;Female;50;1;0;4;1;0;88566.9
9302;15785352;606;France;Male;37;6;82373.94;1;0;0;172526.9
9303;15616525;720;Spain;Male;31;4;141356.47;1;0;0;137985.69
9304;15795737;771;Spain;Female;47;3;72664;2;1;1;107874.39
9305;15595713;548;Spain;Male;33;6;0;1;1;1;31728.35
9306;15808868;652;France;Female;31;3;103696.97;3;0;0;155221.05
9307;15770121;623;France;Female;34;9;0;1;1;0;24255.21
9308;15800524;686;Germany;Male;29;3;185379.02;1;1;0;64679.07
9309;15812607;663;Germany;Female;46;6;95439.4;1;1;1;21038.58
9310;15663888;549;Germany;Male;34;6;204017.4;2;1;0;109538.35
9311;15748882;714;Spain;Male;29;9;0;2;1;0;129192.55
9312;15695819;504;Germany;Male;43;5;134740.19;2;1;0;181430.91
9313;15583764;791;Germany;Male;31;1;130240.33;1;0;0;96546.55
9314;15601030;777;Germany;Female;34;5;96693.66;1;1;1;172618.52
9315;15789557;817;Germany;Female;27;7;129810.6;1;1;1;59259.44
9316;15618446;576;France;Female;50;8;0;2;1;1;57802.62
9317;15684011;576;Germany;Male;29;7;130575.26;1;0;1;173629.78
9318;15774847;593;France;Male;50;6;171740.69;1;0;0;20893.61
9319;15619340;597;Spain;Male;38;1;0;2;1;0;41303.29
9320;15815656;541;Germany;Female;39;9;100116.67;1;1;1;199808.1
9321;15601324;697;France;Female;48;1;0;2;1;1;87400.53
9322;15584620;850;Germany;Female;36;6;143644.16;1;1;0;22102.25
9323;15750772;671;France;Female;38;6;132129.72;1;0;1;76068.95
9324;15758252;561;Germany;Female;45;2;168085.38;2;0;1;115719.08
9325;15740223;479;Germany;Male;51;1;107714.74;3;1;0;86128.21
9326;15635116;659;Spain;Male;60;2;0;1;1;0;177480.45
9327;15795936;560;France;Male;50;3;0;2;1;0;84531.79
9328;15640133;661;France;Female;34;0;0;2;1;0;185555.63
9329;15720203;577;Spain;Male;28;7;0;1;1;0;143274.41
9330;15586236;704;France;Male;31;5;132084.66;3;1;1;54474.48
9331;15603749;564;France;Female;53;2;45472.28;1;1;1;41055.71
9332;15623063;651;Germany;Male;35;8;110067.71;1;1;0;127678.95
9333;15588928;704;France;Male;47;5;0;2;1;1;145338.61
9334;15607485;692;Spain;Female;29;4;0;2;0;0;138880.24
9335;15656249;720;France;Female;34;3;118307.57;2;1;1;136120.29
9336;15770539;792;France;Male;30;1;127187.86;1;1;1;113553.42
9337;15600086;717;France;Male;48;7;123764.95;1;1;1;169952.82
9338;15814675;642;Germany;Female;39;8;128264.03;1;1;0;61792.76
9339;15750970;500;Spain;Male;40;1;99004.24;1;1;1;152845.99
9340;15725772;654;Spain;Female;36;2;0;2;1;1;146652.11
9341;15791533;367;Spain;Male;42;6;93608.28;1;1;0;168816.73
9342;15715715;799;Spain;Male;38;2;0;2;1;1;59297.34
9343;15798834;719;Spain;Female;32;7;0;1;0;0;76264.27
9344;15744127;641;France;Female;37;2;0;2;1;0;3939.87
9345;15576990;790;Germany;Female;25;5;152885.77;1;1;0;58214.79
9346;15615352;588;France;Male;31;4;99607.37;2;0;1;35877.03
9347;15641366;599;Germany;Male;61;1;124737.96;1;0;1;90389.61
9348;15732293;759;Spain;Male;31;8;0;2;1;1;99086.74
9349;15623525;564;Spain;Male;31;0;125175.58;1;1;1;72757.33
9350;15606601;561;France;Female;22;6;186788.96;2;1;0;73286.8
9351;15774402;562;Spain;Male;36;5;0;1;0;1;182843.24
9352;15694641;621;Spain;Female;59;2;0;2;1;1;171364.18
9353;15605916;659;France;Female;50;3;0;1;1;0;183399.12
9354;15812356;722;Germany;Female;40;6;89175.06;2;0;1;152883.95
9355;15623314;506;Germany;Female;59;3;190353.08;1;1;0;78365.75
9356;15613292;715;France;Male;21;8;0;2;1;0;68666.63
9357;15759480;644;France;Female;40;10;139180.97;1;1;1;19959.67
9358;15587712;589;France;Male;36;8;114435.47;1;1;0;26955.72
9359;15620746;632;France;Male;42;4;126115.6;1;1;0;100998.5
9360;15706537;577;Germany;Female;59;7;111396.97;1;0;1;191070.01
9361;15798532;810;France;Male;32;9;120879.73;2;0;1;78896.59
9362;15577359;767;Spain;Male;47;5;0;1;1;0;121964.46
9363;15800793;477;Germany;Female;39;4;182491.57;1;1;0;185830.72
9364;15572415;580;France;Male;34;6;0;2;1;1;160095.31
9365;15635125;566;Spain;Male;63;2;120787.18;2;1;1;52198.84
9366;15768476;703;Spain;Male;31;6;0;2;1;1;67667.19
9367;15748352;598;Spain;Male;34;0;104488.17;1;0;1;43249.67
9368;15788920;836;Germany;Female;32;4;109196.67;2;1;0;55218.02
9369;15743236;687;France;Female;61;7;80538.56;1;1;0;131305.37
9370;15637717;704;Germany;Male;41;4;109026.8;2;1;1;43117.1
9371;15603328;483;France;Male;27;1;77805.66;1;1;1;2101.89
9372;15804937;702;France;Male;50;3;0;2;0;0;94949.84
9373;15804142;670;Spain;Female;57;3;175575.95;2;1;0;99061.75
9374;15608845;804;Spain;Female;38;3;124197.22;1;1;0;74692.06
9375;15702434;850;France;Female;30;3;0;2;1;0;116692.8
9376;15603550;588;Germany;Female;37;7;70258.88;2;1;0;139607.61
9377;15670528;787;Germany;Male;43;0;132217.45;1;1;0;20955.03
9378;15677796;766;Germany;Male;47;9;129289.98;1;1;0;169935.46
9379;15636595;602;Spain;Male;37;3;107592.89;2;0;1;153122.73
9380;15672905;679;Spain;Female;40;7;0;2;1;1;163757.29
9381;15753955;639;Spain;Male;34;7;149940.04;2;0;0;156648.81
9382;15656330;528;Spain;Female;32;0;68138.37;1;1;1;170309.19
9383;15608726;663;France;Male;24;7;0;2;1;1;166310.82
9384;15727421;586;France;Female;38;6;0;2;1;1;37935.83
9385;15688865;850;France;Female;35;9;0;2;0;0;25329.48
9386;15734737;744;France;Male;56;9;0;2;1;1;169498.61
9387;15664311;637;Germany;Male;28;3;123675.69;1;1;1;166458.41
9388;15768574;671;Spain;Male;58;1;178713.98;1;1;1;21768.21
9389;15699753;590;France;Male;41;1;89086.31;1;1;0;24499.97
9390;15772503;737;France;Female;33;4;0;2;1;0;115115.32
9391;15710111;742;France;Male;33;6;0;2;0;0;38550.4
9392;15712608;787;Germany;Female;42;2;74483.97;2;0;1;44273.91
9393;15815645;481;France;Male;37;8;152303.66;2;1;1;175082.2
9394;15709643;675;France;Male;32;1;0;3;1;0;85901.09
9395;15765283;624;Germany;Female;40;3;149961.99;2;1;0;104610.86
9396;15628715;709;France;Female;36;8;0;2;1;1;69676.55
9397;15813283;605;France;Female;34;2;0;1;0;0;35982.42
9398;15696552;747;France;Female;21;4;81025.6;2;1;0;167682.57
9399;15701741;711;France;Female;39;3;152462.79;1;1;0;90305.97
9400;15572631;609;France;Male;25;10;0;1;0;1;109895.16
9401;15682467;725;France;Female;36;1;118851.05;1;1;1;102747.02
9402;15731267;797;France;Male;37;4;75263.7;1;1;0;85801.77
9403;15770711;766;Germany;Female;28;4;90696.78;1;0;1;21597.2
9404;15569430;704;Spain;Female;36;2;175509.8;2;1;0;152039.67
9405;15802625;733;Germany;Male;48;7;85915.52;1;1;1;23860.5
9406;15605698;746;France;Male;58;3;0;3;1;1;80344.96
9407;15626243;618;France;Male;30;3;133844.22;1;1;1;31406.93
9408;15589698;555;Germany;Male;42;6;107104.5;1;1;1;41304.44
9409;15750121;639;France;Male;38;3;0;1;1;0;42862.82
9410;15602354;564;Germany;Male;33;3;109341.87;1;1;0;75632.78
9411;15579183;586;France;Male;64;1;0;2;1;1;53710.23
9412;15707974;815;Spain;Female;38;2;48387;1;1;0;184796.84
9413;15814772;645;Germany;Male;49;4;160133.88;1;0;1;88391.97
9414;15788480;786;Germany;Female;33;0;122325.58;1;0;0;34712.34
9415;15792453;602;Spain;Female;42;1;138912.17;1;1;1;139494.75
9416;15658100;695;France;Female;42;0;0;2;0;1;140724.64
9417;15749807;516;Spain;Female;31;3;0;2;1;0;124202.26
9418;15591698;849;Germany;Female;49;9;132934.89;1;1;0;171056.65
9419;15712813;520;Germany;Male;43;3;150805.17;3;0;1;25333.03
9420;15611729;703;Germany;Male;39;1;141559.5;1;1;1;31257.1
9421;15641413;587;Germany;Female;49;7;155393.98;2;1;0;13308.2
9422;15603035;651;France;Male;34;3;0;2;1;1;105599.65
9423;15577107;657;Spain;Female;22;6;0;3;0;1;168412.07
9424;15751912;567;France;Male;36;7;0;2;0;1;3896.08
9425;15812422;637;France;Male;41;2;0;2;0;1;102515.42
9426;15806941;499;France;Male;60;7;76961.6;2;1;1;83643.87
9427;15632882;684;Germany;Male;37;1;126817.13;2;1;1;29995.83
9428;15658614;565;Germany;Female;38;7;145400.69;2;1;1;83844.79
9429;15704657;601;France;Male;39;3;72647.64;1;1;0;41777.9
9430;15745266;434;Spain;Male;55;6;0;1;0;1;73562.05
9431;15612594;599;Spain;Male;25;3;0;2;1;1;120790.02
9432;15593501;493;France;Female;36;5;148667.81;2;1;0;56092.51
9433;15649297;605;France;Female;62;4;111065.93;2;0;1;125660.99
9434;15752507;769;Germany;Male;60;9;148846.39;1;1;0;192831.67
9435;15586069;560;France;Female;30;0;108883.29;1;1;0;27914.95
9436;15582116;767;Germany;Female;45;7;132746.2;2;1;0;26628.88
9437;15749365;543;France;Female;34;8;0;2;0;1;145601.8
9438;15707219;844;France;Female;28;4;0;2;0;1;123318.37
9439;15675626;726;France;Male;28;2;0;1;0;0;98060.51
9440;15590011;749;Spain;Male;38;9;129378.32;1;1;1;13549.34
9441;15609913;743;France;Female;46;9;0;1;1;0;113436.08
9442;15597309;749;Spain;Male;36;7;0;2;0;0;80134.65
9443;15758031;760;Spain;Male;38;3;91241.85;1;0;1;80682.35
9444;15756321;612;Spain;Female;52;5;144772.69;1;0;0;98302.57
9445;15775949;612;France;Female;38;7;110615.47;1;1;1;193502.93
9446;15591428;781;France;Male;29;9;0;2;0;0;172097.4
9447;15692142;707;Germany;Female;48;7;105086.74;1;1;1;180344.69
9448;15630511;691;France;Female;33;6;0;2;1;0;164074.89
9449;15717191;508;France;Male;49;1;93817.41;2;1;1;132468.76
9450;15710053;667;Germany;Female;44;5;140406.68;2;0;1;57164.19
9451;15580043;575;Spain;Female;22;8;105229.34;1;1;1;34397.08
9452;15601410;744;Spain;Female;46;1;0;3;1;1;177431.59
9453;15619083;502;France;Female;35;6;0;2;1;1;80618.47
9454;15692207;609;France;Female;53;6;0;2;1;1;124218.27
9455;15730705;715;France;Male;37;9;165252.52;1;1;0;85286.3
9456;15749688;541;France;Male;32;8;0;2;0;0;40889.14
9457;15728542;850;France;Female;71;4;0;2;1;1;107236.87
9458;15778481;817;France;Male;59;1;118962.58;1;1;1;120819.58
9459;15568164;850;France;Female;34;4;71379.53;2;1;1;154000.99
9460;15799534;720;France;Male;71;5;183135.39;2;1;1;197688.5
9461;15574830;633;Germany;Male;58;2;128137.42;2;1;0;147635.33
9462;15643048;639;France;Male;66;0;0;2;0;1;42240.54
9463;15747558;729;Spain;Female;38;10;0;2;1;0;189727.12
9464;15724269;670;France;Male;25;7;0;2;1;1;144723.38
9465;15791877;706;Germany;Male;34;0;140641.26;2;1;1;77271.91
9466;15686538;522;France;Female;41;7;0;2;0;1;176780.39
9467;15705735;577;Spain;Male;43;3;0;2;1;1;135008.92
9468;15624892;712;Germany;Male;37;7;93978.96;2;1;0;60651.77
9469;15784918;498;Germany;Male;35;2;121968.11;2;0;1;188343.05
9470;15616833;678;Spain;Male;27;2;0;2;1;1;13221.25
9471;15750728;586;Spain;Female;42;2;0;1;1;0;102889.34
9472;15770091;643;Germany;Male;28;9;160858.13;2;1;0;27149.27
9473;15740602;674;Germany;Female;27;4;111568.01;1;0;1;22026.18
9474;15796071;657;Spain;Male;29;7;83889.03;1;1;0;153059.62
9475;15783875;500;France;Female;34;4;0;2;1;0;12833.96
9476;15671800;688;France;Male;20;8;137624.4;2;1;1;197582.79
9477;15633525;631;France;Male;29;7;0;2;0;1;125877.22
9478;15579207;545;France;Male;37;3;91184.01;1;1;0;105476.65
9479;15768945;627;France;Male;27;1;62092.9;1;1;1;105887.04
9480;15623858;603;France;Male;45;9;0;1;0;0;148516.79
9481;15703354;808;France;Female;33;2;103516.87;1;1;0;113907.8
9482;15663987;723;Spain;Male;30;1;0;3;1;0;164647.72
9483;15768566;706;France;Male;34;8;0;2;1;1;37479.97
9484;15676576;646;France;Female;43;8;143061.88;1;1;0;61937.6
9485;15800068;801;Spain;Female;46;6;0;2;1;1;170008.74
9486;15648030;731;Spain;Female;33;5;137388.01;2;1;0;165000.68
9487;15668594;620;Germany;Female;25;1;137712.01;1;1;1;76197.05
9488;15702601;680;Germany;Male;30;4;108300.27;2;0;1;44384.57
9489;15709016;687;Germany;Female;47;1;91219.29;1;0;0;158845.49
9490;15638068;507;Spain;Male;32;7;0;2;1;0;67926.18
9491;15749345;468;France;Female;22;1;76318.64;1;1;1;194783.12
9492;15791321;682;Spain;Female;58;4;0;1;1;0;176036.01
9493;15638329;522;Germany;Male;25;1;111432.13;1;1;1;168683.57
9494;15575445;629;Spain;Male;41;10;150148.51;1;0;0;6936.27
9495;15647292;697;France;Male;63;7;148368.02;1;0;0;118862.08
9496;15728838;578;France;Male;45;1;148600.91;1;1;0;143397.14
9497;15779496;615;France;Male;64;0;81564.1;2;0;1;35896.09
9498;15569976;754;Germany;Male;65;1;136186.44;1;1;1;121529.59
9499;15707011;495;France;Male;47;10;137682.68;1;1;0;71071.47
9500;15580213;585;France;Female;43;2;0;2;1;0;89402.54
9501;15742809;712;Spain;Female;29;7;77919.78;1;1;0;122547.58
9502;15637829;691;France;Female;34;7;0;2;0;1;161559.12
9503;15611635;678;Spain;Female;39;6;0;1;0;1;185366.56
9504;15722037;610;Germany;Male;36;7;115462.02;1;0;1;42581.04
9505;15672930;722;Spain;Male;37;9;0;2;1;0;31921.95
9506;15780966;709;France;Female;32;2;0;2;0;0;109681.29
9507;15755405;710;France;Male;43;9;128284.45;1;1;0;32996.89
9508;15647570;640;Germany;Male;45;8;120591.19;1;0;0;195123.94
9509;15684348;656;France;Male;63;8;0;2;0;1;57014.43
9510;15702541;551;France;Female;59;2;166968.28;1;1;0;159483.76
9511;15748920;561;France;Female;49;8;0;2;1;1;12513.07
9512;15774258;678;France;Male;40;1;0;2;1;1;187343.4
9513;15731553;730;France;Male;23;8;0;2;1;0;183284.53
9514;15789924;658;France;Female;39;4;0;1;1;1;147530.06
9515;15747772;706;Germany;Male;36;9;58571.18;2;1;0;40774.01
9516;15773639;745;Germany;Male;35;4;98270.34;1;1;0;133617.43
9517;15713890;704;France;Male;44;3;0;2;0;1;152884.85
9518;15786042;706;Germany;Female;44;2;185932.18;2;1;0;65413.41
9519;15753462;632;Germany;Male;30;2;72549;2;0;1;182728.8
9520;15582892;601;France;Male;46;2;99786.07;1;1;1;32683.88
9521;15632967;520;France;Male;34;3;0;2;1;1;104703.96
9522;15611365;730;France;Female;32;9;127661.69;1;0;0;60905.51
9523;15810203;499;Germany;Female;44;6;77627.33;2;1;0;108222.68
9524;15593241;444;France;Male;43;3;0;2;1;1;159131.21
9525;15731865;637;France;Male;27;1;0;2;1;0;91291.2
9526;15787204;774;Spain;Female;43;1;110646.54;1;0;0;108804.28
9527;15573730;586;Germany;Male;42;6;126704.49;2;1;0;41682.3
9528;15705050;611;France;Male;30;9;0;2;1;1;148887.69
9529;15770631;730;Spain;Male;25;5;167385.81;1;1;1;56307.51
9530;15790594;535;France;Female;27;6;0;2;0;1;49775.58
9531;15727291;821;France;Female;40;1;0;2;1;0;194273.12
9532;15785920;687;Germany;Male;35;1;125141.24;2;1;1;148537.07
9533;15687719;532;Spain;Female;37;5;0;2;0;1;6761.84
9534;15633227;518;France;Female;28;9;85146.36;1;0;0;2803.89
9535;15782939;747;France;Male;42;4;80214.36;1;1;0;115241.96
9536;15599329;697;France;Female;49;7;195238.29;4;0;1;131083.56
9537;15597885;772;France;Male;43;6;0;2;1;1;57675.88
9538;15724764;667;Germany;Female;42;10;64404.26;2;0;0;26022.37
9539;15778418;637;Germany;Male;40;9;154309.67;1;1;1;125334.16
9540;15684769;542;France;Male;67;10;129431.36;1;0;1;21343.74
9541;15742116;671;Germany;Female;48;9;116711.06;2;0;0;76373.38
9542;15709135;691;Germany;Male;30;7;101231.77;2;0;0;156529.44
9543;15627637;709;Germany;Male;23;8;73314.04;2;1;0;63446.47
9544;15777586;784;Spain;Female;42;2;109052.04;2;1;0;6409.55
9545;15776939;778;Germany;Female;48;3;102290.56;2;1;0;182691.31
9546;15713517;529;France;Male;39;6;102025.08;2;1;0;12351.01
9547;15750837;579;Germany;Male;41;0;141749.68;1;0;1;9201.53
9548;15645059;711;France;Female;28;8;0;2;0;0;105159.89
9549;15803202;350;France;Male;51;10;0;1;1;1;125823.79
9550;15593683;668;Spain;Female;30;8;0;2;1;0;138465.7
9551;15570289;697;Germany;Male;43;8;103409.16;1;1;0;66893.28
9552;15567437;734;Germany;Female;30;7;123040.38;1;1;1;76503.06
9553;15769125;727;Spain;Female;41;10;0;2;0;1;47468.56
9554;15711386;724;France;Female;29;6;0;2;0;1;64729.51
9555;15642530;706;Germany;Female;47;10;144090.42;1;1;0;140938.95
9556;15780498;634;France;Male;34;3;145030.92;1;1;1;41820.65
9557;15615219;518;France;Male;59;5;138772.15;1;0;1;123872
9558;15570908;687;Spain;Female;29;7;93617.07;1;0;1;113050.92
9559;15661827;693;Spain;Female;45;4;0;2;1;1;26589.56
9560;15746035;450;Spain;Male;25;9;74237.2;2;0;1;195463.35
9561;15691906;664;Germany;Female;49;5;127421.78;2;1;0;108876.75
9562;15793424;663;Spain;Female;28;8;61274.7;2;1;0;136054.45
9563;15667216;579;France;Female;29;10;73194.52;2;1;1;129209.09
9564;15701238;683;France;Male;47;1;0;2;1;0;148989.15
9565;15619045;776;France;Female;43;4;0;2;0;1;162137.5
9566;15567383;678;Germany;Female;44;2;98009.13;2;0;1;31384.86
9567;15727819;677;Spain;Female;34;10;171671.9;1;1;1;50777.77
9568;15618203;773;Germany;Male;51;8;116197.65;2;1;1;86701.4
9569;15585466;552;France;Male;29;10;0;2;1;0;12186.83
9570;15677310;761;Germany;Male;62;5;98854.34;1;0;0;86920.97
9571;15812720;807;Germany;Male;37;10;130110.45;2;0;1;172097.95
9572;15761606;617;Spain;Female;37;9;101707.8;1;1;0;123866.28
9573;15669782;820;Germany;Male;39;9;111336.89;1;1;0;16770.31
9574;15751628;438;France;Male;60;7;78391.17;1;0;1;49424.6
9575;15783276;725;France;Female;25;9;0;2;1;1;168607.74
9576;15574554;537;Germany;Male;66;8;103291.25;2;1;1;130664.79
9577;15690670;720;France;Male;33;2;0;2;0;1;141031.08
9578;15773973;765;France;Male;41;2;0;2;0;1;191215.61
9579;15758546;850;Spain;Male;39;8;0;2;1;1;37090.44
9580;15773146;652;France;Male;26;3;137998.2;2;0;1;168989.77
9581;15710034;637;Germany;Male;43;1;135645.29;2;0;1;101382.86
9582;15570485;558;Spain;Male;40;4;161766.87;1;0;0;92378.54
9583;15575391;677;France;Female;37;3;0;2;1;1;38252.25
9584;15790750;592;Germany;Male;36;10;123187.51;1;0;1;146111.35
9585;15570194;412;France;Male;29;5;0;2;0;0;12510.53
9586;15765345;753;France;Male;35;4;0;2;1;1;106303.4
9587;15760873;594;France;Male;50;7;81310.34;1;1;1;183868.01
9588;15589361;716;Spain;Male;34;9;0;1;1;1;66695.71
9589;15662483;850;France;Male;43;7;0;2;1;1;173851.11
